entity_id,dimension,field,claude_score,codex_score,codex_is_null,claude_is_null,null_disagreement,claude_minus_codex,absolute_delta,stratum_region,stratum_waterbody_type,stratum_population,stratum_sample_size
province_c85e41dc39d3060b884b,province,implementation_offset,-0.04,,True,False,True,,,Oceania,all,59,7
province_c87a437e1755b4eaa331,province,implementation_offset,0.02,,True,False,True,,,Europe,all,638,63
province_c8e10ecf1f3833f8ae2a,province,implementation_offset,0.04,,True,False,True,,,Africa,all,447,45
province_c94e9c725dfa5957563a,province,implementation_offset,0.02,,True,False,True,,,Asia,all,701,69
province_ca0bd01054bcca2718f8,province,implementation_offset,-0.08,,True,False,True,,,Africa,all,447,45
province_caed9dba439a4cfd75e1,province,implementation_offset,0.04,0.03,False,False,False,0.010000000000000002,0.010000000000000002,Asia,all,701,69
province_cb401341562040d20edb,province,implementation_offset,0.05,,True,False,True,,,Asia,all,701,69
province_cc10bb9040dc5dddd30f,province,implementation_offset,-0.04,,True,False,True,,,Asia,all,701,69
province_cc7f0742466f86b9b072,province,implementation_offset,-0.04,,True,False,True,,,Africa,all,447,45
province_cd6f9971f148f1909e29,province,implementation_offset,-0.04,,True,False,True,,,Asia,all,701,69
province_cefd5d12013cf4a23a52,province,implementation_offset,0.04,,True,False,True,,,Africa,all,447,45
province_cf3e34556993366ec18a,province,implementation_offset,-0.07,,True,False,True,,,Europe,all,638,63
province_d2105a98f5817b88baa4,province,implementation_offset,-0.04,,True,False,True,,,Africa,all,447,45
province_d24a897d4bcc75d17295,province,implementation_offset,,,True,True,False,,,Africa,all,447,45
province_d290de0348f50ef70649,province,implementation_offset,-0.06,,True,False,True,,,South America,all,215,22
province_d48c0f41d35fe106c9c7,province,implementation_offset,-0.04,,True,False,True,,,Asia,all,701,69
province_d5e7138a27b670a48326,province,implementation_offset,0.05,,True,False,True,,,Asia,all,701,69
province_d6590fca65493a16c0cc,province,implementation_offset,0.02,,True,False,True,,,Asia,all,701,69
province_d800823151ccea0379c0,province,implementation_offset,-0.06,-0.05,False,False,False,-0.009999999999999995,0.009999999999999995,Asia,all,701,69
province_da4a5ef6f2c380c0928a,province,implementation_offset,-0.03,,True,False,True,,,Asia,all,701,69
province_dad9f1f755165a7bcd50,province,implementation_offset,-0.05,,True,False,True,,,Europe,all,638,63
province_dbbd23b47a5838594f1d,province,implementation_offset,0.04,,True,False,True,,,Europe,all,638,63
province_dbc2e055df9f169a85f6,province,implementation_offset,-0.02,,True,False,True,,,Africa,all,447,45
province_dd05a7315787fc48f355,province,implementation_offset,-0.03,,True,False,True,,,Europe,all,638,63
province_dd4916d9ced696f2cada,province,implementation_offset,0.02,,True,False,True,,,Europe,all,638,63
province_df3365ad27041170e028,province,implementation_offset,-0.08,,True,False,True,,,Africa,all,447,45
province_dfc5ac9fea3d82d82f21,province,implementation_offset,0.03,0.03,False,False,False,0.0,0.0,Europe,all,638,63
province_e0f4f530ce7fd7806dfc,province,implementation_offset,0.05,0.05,False,False,False,0.0,0.0,Asia,all,701,69
province_e1f69be9c4634f622568,province,implementation_offset,0.04,,True,False,True,,,South America,all,215,22
province_e2122449ff4d1a82595a,province,implementation_offset,-0.04,,True,False,True,,,Africa,all,447,45
province_e2b31120dc3d14776e1a,province,implementation_offset,-0.04,,True,False,True,,,Europe,all,638,63
province_e46a7b8dedf136d52497,province,implementation_offset,0.06,,True,False,True,,,Asia,all,701,69
province_e55ff92b58f8ab12d535,province,implementation_offset,-0.07,,True,False,True,,,Asia,all,701,69
province_ebb2063be352e4e7c32c,province,implementation_offset,,,True,True,False,,,Africa,all,447,45
province_ed8cbcb2afe2d1eb12da,province,implementation_offset,0.05,,True,False,True,,,Europe,all,638,63
province_ef6322daae8fe3572f94,province,implementation_offset,-0.04,,True,False,True,,,Europe,all,638,63
province_f0fc6103c59f9d23fb61,province,implementation_offset,0.04,,True,False,True,,,Europe,all,638,63
province_f15a416124ed4d320977,province,implementation_offset,0.05,,True,False,True,,,Oceania,all,59,7
province_f1e7ed12562ae874aacf,province,implementation_offset,-0.1,-0.118,False,False,False,0.017999999999999988,0.017999999999999988,Africa,all,447,45
province_f3249b1ab2917e5babbe,province,implementation_offset,0.03,,True,False,True,,,North America,all,253,26
province_f4c0cf5887c71f571bb7,province,implementation_offset,-0.04,,True,False,True,,,Asia,all,701,69
province_f5f5c6edcaf5f032ab1d,province,implementation_offset,-0.04,,True,False,True,,,Asia,all,701,69
province_faa0afda4ef2b21bb4de,province,implementation_offset,-0.06,,True,False,True,,,Oceania,all,59,7
province_fcbb4c6c2b832abeff44,province,implementation_offset,0.03,-0.05,False,False,False,0.08,0.08,Africa,all,447,45
province_fccc2f99c194773b21da,province,implementation_offset,-0.05,,True,False,True,,,Africa,all,447,45
province_fd0227d293dbe1f0c54a,province,implementation_offset,-0.03,,True,False,True,,,Africa,all,447,45
province_fd9928260e3529ccc5b1,province,implementation_offset,0.02,,True,False,True,,,Africa,all,447,45
province_ffe34e7b8e16ba129c39,province,implementation_offset,-0.05,-0.03,False,False,False,-0.020000000000000004,0.020000000000000004,North America,all,253,26
